industry_type,company_size,num_employees,electricity_kwh_per_month,renewable_energy_percent,diesel_litres_per_month,petrol_litres_per_month,natural_gas_m3_per_month,server_rack_count,num_servers_onprem,num_laptops,num_desktops,server_arrangement,server_area_sqft,cloud_provider,cloud_monthly_bill_inr,purchased_services_spend_inr_per_month,annual_revenue_inr_cr,electricity_level,scope1_tco2e_monthly,scope2_tco2e_monthly,scope3_tco2e_monthly,total_tco2e_monthly,scope1_pct,scope2_pct,scope3_pct,primary_recommendation,recommendation_priority,recommendation_label
IT,medium,229,3578.4,30.0,24.5,4.1,1.2,6,1,229,54,hot_aisle_cold_aisle,398.9,none,17717.0,207249.0,72.14,medium,0.0776,2.0646,4.8973,7.0395,1.1,29.3,69.6,reduce_scope3_purchases,LOW,8
Education,medium,349,12110.8,26.7,2.3,5.2,2.7,5,18,349,74,hot_aisle_cold_aisle,401.7,aws,52583.0,49406.0,195.59,high,0.0237,7.2882,5.9017,13.2135,0.2,55.2,44.7,hybrid_work_policy,MEDIUM,9
Finance,medium,122,874.9,83.0,5.4,1.8,3.3,7,7,122,19,direct_liquid_cooling,218.7,gcp,17833.0,29469.0,23.71,low,0.0254,0.1319,1.8641,2.0213,1.3,6.5,92.2,low_emission_maintain_practices,LOW,7
Healthcare,medium,227,5714.7,33.9,46.1,10.8,7.1,48,15,227,28,stacked_high_density,1210.9,none,28328.0,17368.0,31.01,medium,0.163,3.2222,2.676,6.0611,2.7,53.2,44.1,optimize_server_infrastructure,MEDIUM,2
Retail,small,299,3053.0,5.1,1098.4,152.4,26.4,2,6,69,34,hot_aisle_cold_aisle,117.8,none,14757.0,18495.0,85.94,medium,3.3496,2.3793,1.592,7.321,45.8,32.5,21.7,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,248,3525.0,13.8,2.3,3.2,4.2,39,18,248,69,stacked_high_density,1295.5,none,10664.0,39278.0,79.12,medium,0.0221,2.5929,4.1,6.715,0.3,38.6,61.1,optimize_server_infrastructure,MEDIUM,2
Finance,medium,418,8389.2,43.2,7.2,2.6,2.7,1,0,418,48,hot_aisle_cold_aisle,130.7,azure,464013.0,59861.0,138.19,high,0.0308,3.9091,11.3208,15.2608,0.2,25.6,74.2,reduce_cloud_carbon,MEDIUM,5
Education,medium,247,2985.7,73.2,1.0,3.9,1.8,1,10,247,9,hot_aisle_cold_aisle,248.6,gcp,10685.0,27070.0,88.48,low,0.0154,0.6579,2.5066,3.1798,0.5,20.7,78.8,low_emission_maintain_practices,LOW,7
IT,medium,345,6965.4,56.2,4.2,1.3,1.5,42,28,345,77,stacked_high_density,1121.3,aws,20383.0,17511.0,97.82,medium,0.0173,2.6108,5.211,7.8392,0.2,33.3,66.5,optimize_server_infrastructure,MEDIUM,2
Finance,medium,285,22381.0,2.3,31.8,16.5,1.3,4,2,285,16,hot_aisle_cold_aisle,356.4,gcp,8560.0,53714.0,129.93,very_high,0.126,17.9374,3.1864,21.2497,0.6,84.4,15.0,switch_to_renewables,HIGH,0
IT,large,260,7870.7,27.1,19.8,8.9,4.5,8,0,260,60,hot_aisle_cold_aisle,294.2,none,37987.0,234742.0,64.73,medium,0.0828,4.7191,5.5211,10.3231,0.8,45.7,53.5,reduce_scope3_purchases,LOW,8
Finance,medium,358,3475.8,12.3,6.5,20.0,2.0,29,63,358,38,hot_aisle_cold_aisle,1020.8,none,4037.0,11622.0,19.55,medium,0.0677,2.551,3.9315,6.5502,1.0,38.9,60.0,adopt_cloud_migration,MEDIUM,4
Manufacturing,large,2000,28265.4,38.8,54.6,25.4,12.9,14,40,2000,279,custom,1948.3,gcp,70020.0,169936.0,1219.96,very_high,0.2313,14.2128,25.1953,39.6394,0.6,35.9,63.6,reduce_electricity_consumption,HIGH,1
IT,medium,158,6310.2,36.5,27.7,4.8,1.3,15,5,158,8,stacked_high_density,425.4,gcp,12070.0,5980.0,43.63,medium,0.088,3.3247,1.619,5.0317,1.7,66.1,32.2,improve_cooling_efficiency,LOW,6
Education,medium,278,12518.6,49.3,7.4,10.8,4.6,13,17,278,34,hot_aisle_cold_aisle,453.0,gcp,40687.0,71368.0,166.04,high,0.0542,5.2275,4.0365,9.3182,0.6,56.1,43.3,hybrid_work_policy,MEDIUM,9
Finance,medium,102,3535.2,54.7,44.5,6.5,8.2,58,30,102,10,stacked_high_density,1301.9,none,2027.0,12234.0,22.28,medium,0.151,1.4639,1.1697,2.7846,5.4,52.6,42.0,optimize_server_infrastructure,MEDIUM,2
IT,medium,350,1153.2,68.9,2.5,8.9,2.2,0,9,350,4,direct_liquid_cooling,293.9,none,9282.0,20943.0,42.19,low,0.0317,0.2941,3.0451,3.371,0.9,8.7,90.3,low_emission_maintain_practices,LOW,7
Finance,medium,78,5345.1,38.7,24.8,13.4,2.5,13,51,78,35,hot_aisle_cold_aisle,1259.7,none,4105.0,10135.0,11.68,medium,0.1025,2.7098,1.6228,4.4352,2.3,61.1,36.6,adopt_cloud_migration,MEDIUM,4
Logistics,small,230,1798.4,17.5,1402.3,119.4,12.8,2,5,67,40,hot_aisle_cold_aisle,154.4,none,14778.0,39325.0,44.37,low,4.0601,1.2202,1.9012,7.1815,56.5,17.0,26.5,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,126,10610.3,33.4,34.6,25.6,5.7,51,25,126,48,stacked_high_density,1447.1,aws,3145.0,53805.0,46.45,high,0.1635,5.927,2.7427,8.8332,1.9,67.1,31.1,optimize_server_infrastructure,MEDIUM,2
Finance,medium,321,10685.1,12.2,44.3,4.7,8.8,27,32,321,47,stacked_high_density,900.0,aws,20941.0,46120.0,40.46,high,0.1475,7.763,4.4662,12.3767,1.2,62.7,36.1,optimize_server_infrastructure,MEDIUM,2
Finance,large,313,11523.8,48.0,26.0,11.2,4.4,7,15,313,86,hot_aisle_cold_aisle,595.7,azure,56307.0,29610.0,130.61,high,0.1045,4.9261,5.7464,10.7771,1.0,45.7,53.3,hybrid_work_policy,MEDIUM,9
Finance,medium,454,2262.8,37.3,10.8,14.2,1.0,3,0,454,39,hot_aisle_cold_aisle,287.1,gcp,16242.0,147079.0,114.55,low,0.0638,1.1687,5.9481,7.1806,0.9,16.3,82.8,reduce_scope3_purchases,LOW,8
Retail,medium,606,8624.9,22.5,22.2,1.0,1.3,3,14,606,63,hot_aisle_cold_aisle,227.4,aws,408126.0,37574.0,287.03,high,0.0645,5.4864,12.8852,18.4361,0.3,29.8,69.9,reduce_cloud_carbon,MEDIUM,5
IT,large,324,4959.9,33.2,0.4,2.7,4.7,7,14,324,27,hot_aisle_cold_aisle,269.0,gcp,38963.0,241706.0,65.58,medium,0.0169,2.7292,5.5632,8.3093,0.2,32.8,67.0,reduce_scope3_purchases,LOW,8
IT,large,455,23525.0,1.6,44.1,5.3,9.2,6,15,455,5,hot_aisle_cold_aisle,474.6,none,43837.0,10649.0,139.04,very_high,0.1492,18.9925,3.8208,22.9625,0.6,82.7,16.6,switch_to_renewables,HIGH,0
Manufacturing,medium,278,7535.8,11.8,1426.3,217.6,25.4,5,10,16,22,hot_aisle_cold_aisle,56.5,aws,4587.0,9127.0,76.78,medium,4.377,5.459,0.8493,10.6853,41.0,51.1,7.9,electrify_fleet_reduce_fuel,HIGH,3
Education,medium,769,11283.6,22.9,15.1,16.7,3.0,2,7,769,43,hot_aisle_cold_aisle,552.9,gcp,24966.0,29350.0,368.48,high,0.0852,7.1373,7.6852,14.9076,0.6,47.9,51.6,hybrid_work_policy,MEDIUM,9
Manufacturing,large,1143,61924.7,18.0,35.5,9.3,12.1,23,41,1143,266,hot_aisle_cold_aisle,1510.6,azure,46975.0,131925.0,407.91,very_high,0.1413,41.6789,17.7645,59.5847,0.2,69.9,29.8,reduce_electricity_consumption,HIGH,1
Retail,medium,63,18984.5,0.4,35.4,29.7,5.2,9,5,63,11,hot_aisle_cold_aisle,249.1,none,19371.0,64213.0,22.4,very_high,0.1741,15.521,1.3031,16.9981,1.0,91.3,7.7,switch_to_renewables,HIGH,0
Finance,large,401,19989.2,7.3,19.3,19.9,8.2,2,15,401,30,hot_aisle_cold_aisle,114.8,none,43485.0,71193.0,99.5,very_high,0.1144,15.1981,4.5375,19.85,0.6,76.6,22.9,switch_to_renewables,HIGH,0
IT,medium,171,13901.9,32.3,41.2,18.1,2.5,33,25,171,72,stacked_high_density,963.7,aws,22119.0,24396.0,61.28,high,0.1573,7.8032,3.7821,11.7426,1.3,66.5,32.2,optimize_server_infrastructure,MEDIUM,2
Manufacturing,large,1013,33651.2,11.3,19.3,1.2,1.8,24,23,1013,293,hot_aisle_cold_aisle,1503.7,aws,17775.0,140703.0,367.89,very_high,0.0582,24.5184,17.1504,41.7269,0.1,58.8,41.1,reduce_electricity_consumption,HIGH,1
IT,medium,437,12366.5,58.4,44.3,6.3,0.8,38,30,437,18,stacked_high_density,887.2,none,22539.0,42254.0,99.73,high,0.1349,4.3172,4.2743,8.7264,1.5,49.5,49.0,optimize_server_infrastructure,MEDIUM,2
IT,medium,238,9759.2,26.3,1.4,1.8,3.9,31,25,238,28,stacked_high_density,876.0,none,7738.0,57079.0,86.83,high,0.0159,5.9784,3.0808,9.0751,0.2,65.9,33.9,optimize_server_infrastructure,MEDIUM,2
Finance,medium,190,7260.9,68.2,16.0,3.5,2.7,8,14,190,36,hot_aisle_cold_aisle,125.3,none,12146.0,105965.0,57.12,medium,0.0565,1.9075,3.3029,5.2669,1.1,36.2,62.7,reduce_scope3_purchases,LOW,8
IT,medium,713,6649.8,44.3,14.4,17.3,2.5,7,12,713,26,hot_aisle_cold_aisle,297.5,aws,263667.0,26533.0,343.18,medium,0.0837,3.0496,10.5006,13.6339,0.6,22.4,77.0,reduce_cloud_carbon,MEDIUM,5
IT,large,351,6821.8,28.9,22.3,5.4,1.0,4,7,351,40,hot_aisle_cold_aisle,177.2,azure,248371.0,75735.0,216.32,medium,0.0743,3.9843,7.7948,11.8534,0.6,33.6,65.8,reduce_cloud_carbon,MEDIUM,5
IT,large,561,53360.0,32.0,3.3,1.0,5.2,8,14,561,137,hot_aisle_cold_aisle,1809.5,aws,75879.0,132057.0,408.79,very_high,0.0218,29.7677,10.2546,40.044,0.1,74.3,25.6,reduce_electricity_consumption,HIGH,1
Education,small,268,6189.1,66.4,11.8,4.7,4.3,5,2,268,17,direct_liquid_cooling,144.4,gcp,12669.0,24406.0,76.96,medium,0.0513,1.7123,2.8806,4.6442,1.1,36.9,62.0,low_emission_maintain_practices,LOW,7
Manufacturing,large,1942,53418.7,14.7,67.3,34.7,19.6,7,22,1942,278,custom,448.4,azure,90815.0,93256.0,1494.64,very_high,0.3005,37.3783,24.6919,62.3707,0.5,59.9,39.6,reduce_electricity_consumption,HIGH,1
IT,large,396,14083.9,58.1,4.8,12.1,3.3,9,16,396,47,hot_aisle_cold_aisle,252.3,aws,58366.0,20268.0,180.57,high,0.0475,4.8549,5.4148,10.3172,0.5,47.1,52.5,hybrid_work_policy,MEDIUM,9
Logistics,medium,195,3444.6,17.1,1072.0,194.1,11.3,1,9,51,33,hot_aisle_cold_aisle,132.1,aws,16097.0,7107.0,48.92,medium,3.3444,2.3433,1.5734,7.2612,46.1,32.3,21.7,electrify_fleet_reduce_fuel,HIGH,3
Data Centre,large,1650,31199.8,27.1,62.7,12.4,13.9,16,29,1650,83,hot_aisle_cold_aisle,952.0,gcp,37550.0,59793.0,217.8,very_high,0.225,18.679,16.0755,34.9795,0.6,53.4,46.0,reduce_electricity_consumption,HIGH,1
Finance,medium,92,5758.3,26.0,25.1,10.9,0.3,8,11,92,35,stacked_high_density,165.0,none,10011.0,26526.0,14.2,medium,0.0931,3.5149,1.8648,5.4728,1.7,64.2,34.1,improve_cooling_efficiency,LOW,6
Healthcare,medium,45,7854.8,30.7,35.9,19.2,0.7,15,63,45,35,hot_aisle_cold_aisle,1444.6,none,3003.0,30731.0,4.99,medium,0.142,4.4901,1.5262,6.1584,2.3,72.9,24.8,adopt_cloud_migration,MEDIUM,4
Finance,medium,147,7407.1,26.0,13.6,3.0,2.6,10,8,147,5,stacked_high_density,288.5,none,29961.0,38222.0,34.03,medium,0.0487,4.5206,1.602,6.1713,0.8,73.3,26.0,improve_cooling_efficiency,LOW,6
Retail,large,338,8459.4,3.5,28.2,0.8,6.4,2,14,338,5,hot_aisle_cold_aisle,120.1,none,16368.0,41829.0,68.23,high,0.0905,6.6975,3.1436,9.9315,0.9,67.4,31.7,switch_to_renewables,HIGH,0
Data Centre,large,1952,67165.0,24.8,95.9,34.1,6.4,30,17,1952,148,custom,1218.4,azure,12224.0,127530.0,1248.0,very_high,0.3488,41.4768,20.5523,62.378,0.6,66.5,32.9,reduce_electricity_consumption,HIGH,1
Finance,medium,129,4278.5,21.6,23.1,16.6,5.0,8,8,129,30,stacked_high_density,123.7,gcp,7485.0,25291.0,36.11,medium,0.1105,2.7713,2.0834,4.9652,2.2,55.8,42.0,improve_cooling_efficiency,LOW,6
IT,medium,337,11217.7,52.5,41.4,1.0,3.2,39,31,337,25,stacked_high_density,993.3,none,18932.0,20785.0,51.23,high,0.1198,4.4706,3.4953,8.0857,1.5,55.3,43.2,optimize_server_infrastructure,MEDIUM,2
IT,medium,301,5161.0,14.8,2.3,15.1,1.8,23,39,301,22,custom,749.2,none,1091.0,50153.0,55.24,medium,0.0447,3.6519,3.3659,7.0625,0.6,51.7,47.7,adopt_cloud_migration,MEDIUM,4
Finance,medium,314,4353.5,16.4,10.3,4.8,5.6,49,39,314,14,stacked_high_density,1062.9,aws,15184.0,28178.0,75.53,medium,0.0501,3.1117,3.3097,6.4715,0.8,48.1,51.1,optimize_server_infrastructure,MEDIUM,2
Education,small,377,3927.5,76.0,2.9,9.1,0.5,5,1,377,10,direct_liquid_cooling,91.5,none,13390.0,25024.0,128.52,medium,0.0298,0.78,3.45,4.2599,0.7,18.3,81.0,low_emission_maintain_practices,LOW,7
IT,small,128,5308.8,21.1,8.9,14.9,2.9,6,9,128,10,stacked_high_density,124.7,gcp,10502.0,16326.0,12.08,medium,0.0642,3.4503,1.5029,5.0173,1.3,68.8,30.0,improve_cooling_efficiency,LOW,6
Education,large,342,11566.2,35.3,8.4,6.5,4.2,13,17,342,62,hot_aisle_cold_aisle,266.1,aws,44199.0,20098.0,126.1,high,0.0461,6.1594,5.1692,11.3747,0.4,54.1,45.4,hybrid_work_policy,MEDIUM,9
IT,small,127,3040.5,13.8,16.3,0.3,2.7,9,10,127,40,stacked_high_density,257.1,none,27185.0,19567.0,16.48,medium,0.0499,2.1725,2.2184,4.4408,1.1,48.9,50.0,improve_cooling_efficiency,LOW,6
Finance,medium,81,5089.1,26.0,37.8,17.1,2.7,20,61,81,19,custom,1145.5,none,514.0,55285.0,23.93,medium,0.1463,3.1282,1.5854,4.8599,3.0,64.4,32.6,adopt_cloud_migration,MEDIUM,4
IT,large,105,3596.4,36.6,18.9,13.1,3.1,1,15,105,48,hot_aisle_cold_aisle,320.6,gcp,23853.0,260613.0,41.74,medium,0.0872,1.8715,4.3984,6.3571,1.4,29.4,69.2,reduce_scope3_purchases,LOW,8
IT,medium,228,8153.8,18.2,27.2,3.4,5.2,29,61,228,42,custom,1818.5,none,120.0,52192.0,75.15,high,0.0914,5.5275,3.3321,8.9509,1.0,61.8,37.2,adopt_cloud_migration,MEDIUM,4
Retail,medium,184,2538.7,17.5,597.6,220.3,10.4,5,5,22,30,hot_aisle_cold_aisle,67.3,aws,9785.0,26523.0,29.84,low,2.1317,1.7263,1.3252,5.1832,41.1,33.3,25.6,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,354,5718.2,94.1,9.4,3.1,2.7,5,3,354,8,hot_aisle_cold_aisle,137.7,gcp,25650.0,16364.0,70.17,medium,0.0379,0.2855,3.3766,3.7,1.0,7.7,91.3,low_emission_maintain_practices,LOW,7
IT,medium,285,4595.5,60.8,1.4,3.8,3.9,6,5,285,9,direct_liquid_cooling,51.4,gcp,407.0,27236.0,17.98,medium,0.0205,1.4857,2.7164,4.2225,0.5,35.2,64.3,low_emission_maintain_practices,LOW,7
Education,small,452,1677.5,74.5,12.0,0.6,0.1,6,3,452,6,direct_liquid_cooling,283.1,gcp,29499.0,16077.0,141.55,low,0.0338,0.3593,4.1323,4.5254,0.7,7.9,91.3,low_emission_maintain_practices,LOW,7
Finance,large,303,5026.0,55.4,6.0,13.2,3.8,0,2,303,45,hot_aisle_cold_aisle,318.6,none,15404.0,222809.0,79.49,medium,0.0543,1.8381,5.3702,7.2627,0.7,25.3,73.9,reduce_scope3_purchases,LOW,8
IT,large,382,4400.0,30.8,15.5,12.2,4.4,1,0,382,32,hot_aisle_cold_aisle,196.4,none,14627.0,54639.0,104.17,medium,0.0787,2.4985,4.3074,6.8846,1.1,36.3,62.6,reduce_scope3_purchases,LOW,8
Logistics,small,174,2653.0,4.3,1042.7,53.8,10.3,1,9,44,10,hot_aisle_cold_aisle,71.3,none,11667.0,15678.0,44.51,low,2.9397,2.0837,0.7379,5.7613,51.0,36.2,12.8,electrify_fleet_reduce_fuel,HIGH,3
Finance,small,150,4885.7,49.4,24.7,18.2,1.8,7,13,150,35,stacked_high_density,156.7,gcp,7593.0,32251.0,17.76,medium,0.1119,2.0454,2.4383,4.5956,2.4,44.5,53.1,improve_cooling_efficiency,LOW,6
Logistics,small,34,2552.9,17.3,937.4,203.7,22.2,1,1,64,25,hot_aisle_cold_aisle,148.6,none,12807.0,13270.0,6.38,low,3.0281,1.733,1.273,6.0341,50.2,28.7,21.1,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,63,9691.3,29.7,37.6,3.0,0.1,20,41,63,10,hot_aisle_cold_aisle,1083.2,none,10.0,11031.0,15.25,high,0.1079,5.6221,0.8512,6.5812,1.6,85.4,12.9,adopt_cloud_migration,MEDIUM,4
IT,large,438,78871.8,12.8,33.1,13.9,10.1,22,34,438,153,hot_aisle_cold_aisle,434.0,azure,82114.0,117215.0,306.43,very_high,0.1414,56.4355,9.5544,66.1313,0.2,85.3,14.4,reduce_electricity_consumption,HIGH,1
IT,medium,130,12569.1,38.5,24.7,16.6,6.6,46,33,130,32,stacked_high_density,980.1,aws,22379.0,16372.0,48.98,high,0.118,6.4581,2.3411,8.9172,1.3,72.4,26.3,optimize_server_infrastructure,MEDIUM,2
Retail,small,53,3552.1,13.6,909.9,164.5,24.3,0,10,66,10,hot_aisle_cold_aisle,103.5,none,4706.0,24039.0,8.58,medium,2.8681,2.5166,0.979,6.3637,45.1,39.5,15.4,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,19,5495.5,96.2,7.4,12.6,2.6,4,6,19,9,hot_aisle_cold_aisle,64.7,gcp,22883.0,27871.0,1.09,medium,0.0542,0.1783,0.817,1.0496,5.2,17.0,77.8,low_emission_maintain_practices,LOW,7
Manufacturing,medium,65,2431.5,22.9,1329.4,106.8,1.7,5,8,13,8,hot_aisle_cold_aisle,146.4,none,9574.0,6476.0,15.58,low,3.813,1.5461,0.366,5.725,66.6,27.0,6.4,electrify_fleet_reduce_fuel,HIGH,3
Retail,small,237,8099.5,22.7,1291.0,255.2,23.3,0,3,49,18,hot_aisle_cold_aisle,138.6,none,10145.0,12194.0,39.69,high,4.0969,5.1339,0.9608,10.1917,40.2,50.4,9.4,electrify_fleet_reduce_fuel,HIGH,3
IT,small,352,3905.3,67.9,15.1,11.2,4.1,0,2,352,6,direct_liquid_cooling,124.9,gcp,24936.0,15805.0,123.61,medium,0.0747,1.028,3.2971,4.3998,1.7,23.4,74.9,low_emission_maintain_practices,LOW,7
Data Centre,large,1833,88157.0,38.4,37.4,47.1,7.9,8,31,1833,127,custom,532.0,aws,75912.0,115530.0,1003.54,very_high,0.2251,44.5459,19.9331,64.7042,0.3,68.8,30.8,reduce_electricity_consumption,HIGH,1
Education,large,373,13723.2,35.6,11.2,17.5,0.3,3,17,373,99,hot_aisle_cold_aisle,507.3,azure,39222.0,20840.0,86.85,high,0.0711,7.2523,6.264,13.5873,0.5,53.4,46.1,hybrid_work_policy,MEDIUM,9
Finance,medium,266,20691.8,3.0,5.8,28.9,1.4,3,12,266,30,hot_aisle_cold_aisle,438.3,none,4515.0,37620.0,44.96,very_high,0.0852,16.4636,3.1997,19.7484,0.4,83.4,16.2,switch_to_renewables,HIGH,0
Healthcare,medium,338,10647.5,39.5,21.9,16.1,1.0,28,32,338,51,custom,886.7,none,3920.0,14915.0,107.64,high,0.0979,5.3384,4.1427,9.579,1.0,55.7,43.2,adopt_cloud_migration,MEDIUM,4
Data Centre,large,2000,53674.8,15.5,13.6,36.0,12.6,13,22,2000,135,hot_aisle_cold_aisle,354.6,gcp,15369.0,70475.0,1392.31,very_high,0.1453,37.2143,20.1061,57.4657,0.3,64.8,35.0,reduce_electricity_consumption,HIGH,1
Manufacturing,small,46,1643.1,22.4,802.1,184.7,19.8,5,10,19,13,hot_aisle_cold_aisle,94.9,none,12786.0,36756.0,7.5,low,2.6167,1.0544,0.7877,4.4588,58.7,23.6,17.7,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,35,11726.6,36.0,2.2,3.7,3.4,17,52,35,11,custom,1554.8,none,2140.0,57120.0,3.0,high,0.0214,6.1882,1.0246,7.2342,0.3,85.5,14.2,adopt_cloud_migration,MEDIUM,4
Finance,medium,272,10153.2,17.0,6.2,17.1,0.4,37,24,272,61,stacked_high_density,1042.7,aws,13225.0,35624.0,73.06,high,0.0569,7.0064,4.248,11.3113,0.5,61.9,37.6,optimize_server_infrastructure,MEDIUM,2
IT,large,387,8240.4,3.0,14.8,20.2,1.9,9,12,387,26,hot_aisle_cold_aisle,271.1,none,4337.0,56848.0,51.53,high,0.0902,6.5704,4.2062,10.8668,0.8,60.5,38.7,switch_to_renewables,HIGH,0
Finance,large,348,9381.2,39.4,21.8,6.9,3.2,5,9,348,93,hot_aisle_cold_aisle,124.7,azure,207095.0,75232.0,261.13,high,0.0809,4.6706,8.609,13.3605,0.6,35.0,64.4,reduce_cloud_carbon,MEDIUM,5
IT,small,251,4373.8,86.0,9.4,6.2,0.5,0,5,251,8,hot_aisle_cold_aisle,266.4,gcp,9673.0,5732.0,55.98,medium,0.0405,0.5021,2.332,2.8747,1.4,17.5,81.1,low_emission_maintain_practices,LOW,7
Education,small,305,1236.0,77.4,11.6,12.7,4.2,8,5,305,13,direct_liquid_cooling,129.6,gcp,785.0,14369.0,84.92,low,0.069,0.2404,2.8808,3.1902,2.2,7.5,90.3,low_emission_maintain_practices,LOW,7
Education,small,152,4815.4,91.3,13.2,5.6,2.9,3,7,152,17,hot_aisle_cold_aisle,249.1,gcp,26460.0,25742.0,10.94,medium,0.0542,0.3488,2.0967,2.4998,2.2,14.0,83.9,low_emission_maintain_practices,LOW,7
IT,medium,402,11797.9,43.2,20.5,7.0,4.0,41,32,402,15,stacked_high_density,1605.6,none,22077.0,42296.0,141.94,high,0.0793,5.6015,3.9182,9.599,0.8,58.4,40.8,optimize_server_infrastructure,MEDIUM,2
Finance,large,406,23545.6,6.3,35.2,11.9,2.4,5,9,406,12,hot_aisle_cold_aisle,286.5,none,15421.0,35175.0,181.59,very_high,0.1267,18.0999,3.8137,22.0403,0.6,82.1,17.3,switch_to_renewables,HIGH,0
Healthcare,medium,153,4073.7,33.8,16.1,5.9,4.5,15,42,153,19,hot_aisle_cold_aisle,827.5,none,3002.0,33519.0,8.03,medium,0.066,2.2379,1.9815,4.2854,1.5,52.2,46.2,adopt_cloud_migration,MEDIUM,4
IT,medium,188,8111.7,22.7,17.2,6.3,1.3,9,7,188,15,stacked_high_density,211.0,none,8781.0,31545.0,17.76,high,0.0633,5.1651,2.1373,7.3657,0.9,70.1,29.0,improve_cooling_efficiency,LOW,6
Education,medium,581,11667.2,47.7,25.1,17.0,4.4,2,14,581,33,hot_aisle_cold_aisle,266.2,aws,60778.0,47486.0,301.88,high,0.1155,5.0071,6.7643,11.8869,1.0,42.1,56.9,hybrid_work_policy,MEDIUM,9
IT,medium,400,2175.3,37.4,23.6,4.3,1.8,8,14,400,45,hot_aisle_cold_aisle,194.9,none,16610.0,242692.0,82.28,low,0.0769,1.1308,6.2975,7.5052,1.0,15.1,83.9,reduce_scope3_purchases,LOW,8
Logistics,small,291,4412.0,12.1,1389.6,69.7,20.7,4,9,61,41,hot_aisle_cold_aisle,86.8,aws,4840.0,26654.0,65.79,medium,3.9274,3.1872,1.8514,8.9659,43.8,35.5,20.6,electrify_fleet_reduce_fuel,HIGH,3
Finance,small,445,598.2,77.3,4.4,0.2,3.4,3,0,445,7,direct_liquid_cooling,54.6,none,19120.0,16598.0,84.84,low,0.0192,0.1156,3.842,3.9768,0.5,2.9,96.6,low_emission_maintain_practices,LOW,7
Retail,large,495,3167.8,68.8,27.8,6.5,4.5,10,10,495,62,hot_aisle_cold_aisle,222.6,aws,293790.0,31761.0,96.53,medium,0.0987,0.8282,10.2181,11.145,0.9,7.4,91.7,reduce_cloud_carbon,MEDIUM,5
Retail,medium,178,2894.9,13.8,1114.5,59.2,1.8,0,2,23,33,hot_aisle_cold_aisle,68.9,none,5650.0,16645.0,23.14,low,3.1273,2.0462,1.1865,6.36,49.2,32.2,18.7,electrify_fleet_reduce_fuel,HIGH,3
IT,large,459,11865.0,20.1,25.1,18.4,2.1,4,17,459,70,hot_aisle_cold_aisle,371.3,gcp,35342.0,88534.0,117.89,high,0.1141,7.7808,6.5096,14.4045,0.8,54.0,45.2,hybrid_work_policy,MEDIUM,9
Finance,medium,246,4875.3,58.5,16.9,20.4,8.3,52,39,246,25,stacked_high_density,1341.7,none,8806.0,20653.0,75.84,medium,0.1093,1.7941,2.7735,4.677,2.3,38.4,59.3,optimize_server_infrastructure,MEDIUM,2
Retail,large,370,11237.4,33.9,24.3,18.4,0.7,2,4,370,97,hot_aisle_cold_aisle,309.7,aws,207467.0,51187.0,47.26,high,0.1091,6.0944,9.0127,15.2162,0.7,40.1,59.2,reduce_cloud_carbon,MEDIUM,5
Finance,medium,348,10670.7,27.7,34.3,5.4,6.2,25,59,348,39,hot_aisle_cold_aisle,1471.2,none,2890.0,41956.0,61.44,high,0.117,6.3705,4.1214,10.609,1.1,60.0,38.8,adopt_cloud_migration,MEDIUM,4
Retail,medium,261,7429.6,53.8,27.8,13.1,2.1,2,14,261,43,hot_aisle_cold_aisle,174.8,none,19103.0,145607.0,36.87,medium,0.109,2.8182,4.3672,7.2944,1.5,38.6,59.9,reduce_scope3_purchases,LOW,8
Manufacturing,small,93,4874.8,8.3,1343.6,128.6,10.4,1,1,46,22,hot_aisle_cold_aisle,123.0,none,17707.0,15097.0,25.99,medium,3.9191,3.6673,1.0659,8.6524,45.3,42.4,12.3,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,116,2607.6,51.9,19.0,10.2,2.6,8,7,116,7,stacked_high_density,165.9,gcp,22424.0,30892.0,28.72,low,0.0798,1.0493,1.5525,2.6815,3.0,39.1,57.9,improve_cooling_efficiency,LOW,6
Retail,medium,983,3662.9,61.4,29.9,0.7,1.7,8,6,983,96,hot_aisle_cold_aisle,333.9,aws,103348.0,52901.0,440.42,medium,0.0852,1.1736,12.2932,13.552,0.6,8.7,90.7,reduce_cloud_carbon,MEDIUM,5
Retail,large,449,7560.2,69.1,17.9,19.6,0.2,1,10,449,65,hot_aisle_cold_aisle,235.4,azure,183284.0,35484.0,203.58,medium,0.0937,1.9174,8.0303,10.0413,0.9,19.1,80.0,reduce_cloud_carbon,MEDIUM,5
IT,medium,35,12585.9,58.7,19.9,6.4,3.8,51,28,35,42,stacked_high_density,1094.5,aws,1563.0,56553.0,7.52,high,0.0759,4.3948,1.8619,6.3326,1.2,69.4,29.4,optimize_server_infrastructure,MEDIUM,2
